ds,y,precipitaciones,temperatura,es_finde,es_semana
2019-01-02T04:00:00Z,3.59206567043225,0,26.6,FALSE,TRUE
2019-01-02T05:00:00Z,3.86195237492145,0,26.2,FALSE,TRUE
2019-01-02T06:00:00Z,4.13776542005734,0,26.1,FALSE,TRUE
2019-01-02T07:00:00Z,4.30698228255136,0,26.3,FALSE,TRUE
2019-01-02T08:00:00Z,4.37945056057798,0,27.4,FALSE,TRUE
2019-01-02T09:00:00Z,4.3626144018194,0,28.2,FALSE,TRUE
2019-01-02T10:00:00Z,4.33247885752336,0,29,FALSE,TRUE
2019-01-02T11:00:00Z,4.33627957435033,0,30.3,FALSE,TRUE
2019-01-02T12:00:00Z,4.34411706783031,0,32.1,FALSE,TRUE
2019-01-02T13:00:00Z,4.34682222839354,1,30.8,FALSE,TRUE
2019-01-02T14:00:00Z,4.36864012857649,1,25.2,FALSE,TRUE
2019-01-02T15:00:00Z,4.36995760734605,0,25,FALSE,TRUE
2019-01-02T16:00:00Z,4.35585363581054,1,25.1,FALSE,TRUE
2019-01-02T17:00:00Z,4.37485828006509,0,25,FALSE,TRUE
2019-01-02T18:00:00Z,4.35291537455385,0,24.8,FALSE,TRUE
2019-01-02T19:00:00Z,4.27655370862431,0,24.6,FALSE,TRUE
2019-01-02T20:00:00Z,4.25105390218731,0,24.3,FALSE,TRUE
2019-01-02T21:00:00Z,4.16396598295488,0,24.4,FALSE,TRUE
2019-01-02T22:00:00Z,3.99025003292782,0,24.6,FALSE,TRUE
2019-01-02T23:00:00Z,3.86887944623709,0,24.6,FALSE,TRUE
2019-01-03T00:00:00Z,3.72582999032058,0,24,FALSE,TRUE
2019-01-03T01:00:00Z,3.56110138364906,0,22.2,FALSE,TRUE
2019-01-03T02:00:00Z,3.37584643630916,0,21.2,FALSE,TRUE
2019-01-03T03:00:00Z,3.3163897510732,0,20,FALSE,TRUE
2019-01-03T04:00:00Z,3.48685535527694,0,19.2,FALSE,TRUE
2019-01-03T05:00:00Z,3.83550032786732,0,18.4,FALSE,TRUE
2019-01-03T06:00:00Z,4.14185722323837,0,17.5,FALSE,TRUE
2019-01-03T07:00:00Z,4.33047465148614,0,17.4,FALSE,TRUE
2019-01-03T08:00:00Z,4.38051875807043,0,17.6,FALSE,TRUE
2019-01-03T09:00:00Z,4.34914148551963,0,17.8,FALSE,TRUE
2019-01-03T10:00:00Z,4.32405598681495,0,19.5,FALSE,TRUE
2019-01-03T11:00:00Z,4.32778790759305,0,22.1,FALSE,TRUE
2019-01-03T12:00:00Z,4.33945144130644,0,23.2,FALSE,TRUE
2019-01-03T13:00:00Z,4.40102122920867,0,24.8,FALSE,TRUE
2019-01-03T14:00:00Z,4.40868082181047,0,24.6,FALSE,TRUE
2019-01-03T15:00:00Z,4.40773072802634,0,25.9,FALSE,TRUE
2019-01-03T16:00:00Z,4.39564085869612,0,26.1,FALSE,TRUE
2019-01-03T17:00:00Z,4.39197546060976,0,23.8,FALSE,TRUE
2019-01-03T18:00:00Z,4.38006645275147,0,23.7,FALSE,TRUE
2019-01-03T19:00:00Z,4.32134983602129,0,22.7,FALSE,TRUE
2019-01-03T20:00:00Z,4.29216743078429,0,22,FALSE,TRUE
2019-01-03T21:00:00Z,4.22222208236071,0,21.3,FALSE,TRUE
2019-01-03T22:00:00Z,4.02304658407551,0,20.7,FALSE,TRUE
2019-01-03T23:00:00Z,3.90611945754556,0,19.9,FALSE,TRUE
2019-01-04T00:00:00Z,3.89492497735954,0,19.1,FALSE,TRUE
2019-01-04T01:00:00Z,3.63184946215982,0,20.9,FALSE,TRUE
2019-01-04T02:00:00Z,3.34908316877959,0,20.5,FALSE,TRUE
2019-01-04T03:00:00Z,3.20493352235415,0,20.3,FALSE,TRUE
2019-01-04T04:00:00Z,3.38345629652475,0,20,FALSE,TRUE
2019-01-04T05:00:00Z,3.74787770581979,0,19.3,FALSE,TRUE
2019-01-04T06:00:00Z,4.1300441422876,0,18.7,FALSE,TRUE
2019-01-04T07:00:00Z,4.36119880760913,0,18.7,FALSE,TRUE
2019-01-04T08:00:00Z,4.39931021544655,0,20.5,FALSE,TRUE
2019-01-04T09:00:00Z,4.34693946269899,0,22,FALSE,TRUE
2019-01-04T10:00:00Z,4.29712556152798,0,24,FALSE,TRUE
2019-01-04T11:00:00Z,4.31329762608687,0,25.5,FALSE,TRUE
2019-01-04T12:00:00Z,4.31156315331991,0,26.6,FALSE,TRUE
2019-01-04T13:00:00Z,4.32045786891665,0,27.9,FALSE,TRUE
2019-01-04T14:00:00Z,4.32762453918678,0,28.6,FALSE,TRUE
2019-01-04T15:00:00Z,4.34167188720852,0,28.9,FALSE,TRUE
2019-01-04T16:00:00Z,4.36395025939664,0,28.8,FALSE,TRUE
2019-01-04T17:00:00Z,4.40195167598483,0,28.1,FALSE,TRUE
2019-01-04T18:00:00Z,4.38978606231693,0,28,FALSE,TRUE
2019-01-04T19:00:00Z,4.2844081725062,0,27.6,FALSE,TRUE
2019-01-04T20:00:00Z,4.19890439945673,0,26.5,FALSE,TRUE
2019-01-04T21:00:00Z,4.09520423312182,0,25.5,FALSE,TRUE
2019-01-04T22:00:00Z,3.95143466553201,0,23.8,FALSE,TRUE
2019-01-04T23:00:00Z,3.77151398997967,0,23.5,FALSE,TRUE
2019-01-05T00:00:00Z,3.6954816764902,0,24.3,TRUE,FALSE
2019-01-05T01:00:00Z,3.64355136856295,0,24.9,TRUE,FALSE
2019-01-05T02:00:00Z,3.53428000520508,0,24.4,TRUE,FALSE
2019-01-05T03:00:00Z,3.37235958252432,0,23.9,TRUE,FALSE
2019-01-05T04:00:00Z,3.38578495884334,0,23.7,TRUE,FALSE
2019-01-05T05:00:00Z,3.61731493329829,0,23.1,TRUE,FALSE
2019-01-05T06:00:00Z,3.73037846858764,0,22.5,TRUE,FALSE
2019-01-05T07:00:00Z,3.77815125038364,0,23.4,TRUE,FALSE
2019-01-05T08:00:00Z,3.80057962156913,0,24.1,TRUE,FALSE
2019-01-05T09:00:00Z,3.87731374331224,0,24.8,TRUE,FALSE
2019-01-05T10:00:00Z,3.96491929428664,0,25.4,TRUE,FALSE
2019-01-05T11:00:00Z,4.07580235362683,0,26.1,TRUE,FALSE
2019-01-05T12:00:00Z,4.16574868155941,0,27.4,TRUE,FALSE
2019-01-05T13:00:00Z,4.07426774255336,0,28.2,TRUE,FALSE
2019-01-05T14:00:00Z,3.95496573105842,0,28.8,TRUE,FALSE
2019-01-05T15:00:00Z,3.98063956744374,0,29.6,TRUE,FALSE
2019-01-05T16:00:00Z,4.03498921628769,0,29.8,TRUE,FALSE
2019-01-05T17:00:00Z,4.09781240736529,0,29.8,TRUE,FALSE
2019-01-05T18:00:00Z,4.17643855574104,0,29.7,TRUE,FALSE
2019-01-05T19:00:00Z,4.1940145463747,0,29.2,TRUE,FALSE
2019-01-05T20:00:00Z,4.10707423141207,0,27.5,TRUE,FALSE
2019-01-05T21:00:00Z,3.94275192042981,0,26.6,TRUE,FALSE
2019-01-05T22:00:00Z,3.82275633295139,0,27.3,TRUE,FALSE
2019-01-05T23:00:00Z,3.70466518545453,0,27.1,TRUE,FALSE
2019-01-06T00:00:00Z,3.84503599351342,0,26.6,TRUE,FALSE
2019-01-06T01:00:00Z,3.75427186868346,0,26.1,TRUE,FALSE
2019-01-06T02:00:00Z,3.56995881809659,0,26,TRUE,FALSE
2019-01-06T03:00:00Z,3.42193281327851,0,25.9,TRUE,FALSE
2019-01-06T04:00:00Z,3.44106640663926,1,25,TRUE,FALSE
2019-01-06T05:00:00Z,3.67375793654958,0,24.6,TRUE,FALSE
2019-01-06T06:00:00Z,3.86296575897776,0,22.8,TRUE,FALSE
2019-01-06T07:00:00Z,4.03742649794062,1,23.1,TRUE,FALSE
2019-01-06T08:00:00Z,4.18307044962996,1,23.5,TRUE,FALSE
2019-01-06T09:00:00Z,4.24556201665596,0,23.4,TRUE,FALSE
2019-01-06T10:00:00Z,4.26871834611729,1,21.6,TRUE,FALSE
2019-01-06T11:00:00Z,4.29003461136252,1,22.4,TRUE,FALSE
2019-01-06T12:00:00Z,4.32604896794674,0,23.6,TRUE,FALSE
2019-01-06T13:00:00Z,4.31219852037253,1,25.8,TRUE,FALSE
2019-01-06T14:00:00Z,4.2555619382909,1,25.6,TRUE,FALSE
2019-01-06T15:00:00Z,4.21058602490516,1,26.6,TRUE,FALSE
2019-01-06T16:00:00Z,4.1778538085223,0,27.8,TRUE,FALSE
2019-01-06T17:00:00Z,4.17891942103547,0,27.8,TRUE,FALSE
2019-01-06T18:00:00Z,4.23159700556491,0,28.2,TRUE,FALSE
2019-01-06T19:00:00Z,4.26630226969039,0,27.8,TRUE,FALSE
2019-01-06T20:00:00Z,4.24516706882208,0,26.1,TRUE,FALSE
2019-01-06T21:00:00Z,4.15998805038199,0,25.5,TRUE,FALSE
2019-01-06T22:00:00Z,3.95104594813582,0,25.2,TRUE,FALSE
2019-01-06T23:00:00Z,3.86611003984438,0,24.5,TRUE,FALSE
2019-01-07T00:00:00Z,3.78943968456718,1,23.5,FALSE,TRUE
2019-01-07T01:00:00Z,3.54518336821541,1,23.2,FALSE,TRUE
2019-01-07T02:00:00Z,3.2718416065365,1,23.1,FALSE,TRUE
2019-01-07T03:00:00Z,3.22840035870301,1,22.4,FALSE,TRUE
2019-01-07T04:00:00Z,3.42324587393681,1,22.3,FALSE,TRUE
2019-01-07T05:00:00Z,3.81848982220421,1,22.2,FALSE,TRUE
2019-01-07T06:00:00Z,4.18605179052628,1,21.9,FALSE,TRUE
2019-01-07T07:00:00Z,4.38872270047518,1,22.2,FALSE,TRUE
2019-01-07T08:00:00Z,4.42722636358451,0,22.8,FALSE,TRUE
2019-01-07T09:00:00Z,4.39290789529339,0,23.2,FALSE,TRUE
2019-01-07T10:00:00Z,4.35795389458634,0,23.1,FALSE,TRUE
2019-01-07T11:00:00Z,4.34731049602519,0,23.7,FALSE,TRUE
2019-01-07T12:00:00Z,4.35239478797411,1,24.6,FALSE,TRUE
2019-01-07T13:00:00Z,4.36284046931173,1,25.9,FALSE,TRUE
2019-01-07T14:00:00Z,4.36591832217634,1,25.7,FALSE,TRUE
2019-01-07T15:00:00Z,4.38854522009596,1,25.5,FALSE,TRUE
2019-01-07T16:00:00Z,4.40573897750425,1,26.7,FALSE,TRUE
2019-01-07T17:00:00Z,4.42941310729248,0,28.5,FALSE,TRUE
2019-01-07T18:00:00Z,4.43160497187521,0,27.6,FALSE,TRUE
2019-01-07T19:00:00Z,4.31048089146268,0,27.2,FALSE,TRUE
2019-01-07T20:00:00Z,4.17992503207434,0,26.6,FALSE,TRUE
2019-01-07T21:00:00Z,4.00813156224066,0,25.4,FALSE,TRUE
2019-01-07T22:00:00Z,3.87811948469717,0,24.5,FALSE,TRUE
2019-01-07T23:00:00Z,3.69626899674553,0,23.7,FALSE,TRUE
2019-01-08T00:00:00Z,4.01439451627354,0,24.1,FALSE,TRUE
2019-01-08T01:00:00Z,3.55714614231836,0,24.4,FALSE,TRUE
2019-01-08T02:00:00Z,3.30813737863804,0,24.2,FALSE,TRUE
2019-01-08T03:00:00Z,3.24278980947868,0,23.5,FALSE,TRUE
2019-01-08T04:00:00Z,3.40891802084678,0,22.9,FALSE,TRUE
2019-01-08T05:00:00Z,3.77800646142351,0,22.7,FALSE,TRUE
2019-01-08T06:00:00Z,4.13465514227765,0,22.6,FALSE,TRUE
2019-01-08T07:00:00Z,4.33747922839403,0,22.9,FALSE,TRUE
2019-01-08T08:00:00Z,4.39320655456337,0,25.5,FALSE,TRUE
2019-01-08T09:00:00Z,4.38549902715206,0,27.2,FALSE,TRUE
2019-01-08T10:00:00Z,4.3797586158427,0,28.9,FALSE,TRUE
2019-01-08T11:00:00Z,4.38320477114865,0,30.2,FALSE,TRUE
2019-01-08T12:00:00Z,4.38424585781998,0,30.7,FALSE,TRUE
2019-01-08T13:00:00Z,4.38275525604662,0,31,FALSE,TRUE
2019-01-08T14:00:00Z,4.40248492207376,0,30.8,FALSE,TRUE
2019-01-08T15:00:00Z,4.40286295796856,0,30.5,FALSE,TRUE
2019-01-08T16:00:00Z,4.41316559834589,0,31,FALSE,TRUE
2019-01-08T17:00:00Z,4.4375127452648,0,30.6,FALSE,TRUE
2019-01-08T18:00:00Z,4.41748830070533,0,30.6,FALSE,TRUE
2019-01-08T19:00:00Z,4.35464617006837,0,30,FALSE,TRUE
2019-01-08T20:00:00Z,4.27687522113155,0,28.9,FALSE,TRUE
2019-01-08T21:00:00Z,4.11364258277174,0,28.2,FALSE,TRUE
2019-01-08T22:00:00Z,3.93946933084353,0,27.9,FALSE,TRUE
2019-01-08T23:00:00Z,3.83777776955373,0,27.9,FALSE,TRUE
2019-01-09T00:00:00Z,3.90698115322885,0,27.5,FALSE,TRUE
2019-01-09T01:00:00Z,3.89353984356466,0,27.7,FALSE,TRUE
2019-01-09T02:00:00Z,3.77400573025821,0,27.6,FALSE,TRUE
2019-01-09T03:00:00Z,3.58726184969253,0,27.2,FALSE,TRUE
2019-01-09T04:00:00Z,3.48855071650044,0,26.8,FALSE,TRUE
2019-01-09T05:00:00Z,3.5999921775841,0,26.2,FALSE,TRUE
2019-01-09T06:00:00Z,3.69749088717106,0,25.9,FALSE,TRUE
2019-01-09T07:00:00Z,3.74888544000952,0,25.4,FALSE,TRUE
2019-01-09T08:00:00Z,3.84757265914211,1,23.2,FALSE,TRUE
2019-01-09T09:00:00Z,3.93308216236979,0,25.2,FALSE,TRUE
2019-01-09T10:00:00Z,4.02869322839392,0,27.4,FALSE,TRUE
2019-01-09T11:00:00Z,4.14986545302626,0,29.6,FALSE,TRUE
2019-01-09T12:00:00Z,4.23251329268606,0,29.8,FALSE,TRUE
2019-01-09T13:00:00Z,4.17090680893075,0,29.7,FALSE,TRUE
2019-01-09T14:00:00Z,4.11421052824999,0,29,FALSE,TRUE
2019-01-09T15:00:00Z,4.13049458852347,0,29.1,FALSE,TRUE
2019-01-09T16:00:00Z,4.19873954010442,0,28.5,FALSE,TRUE
2019-01-09T17:00:00Z,4.16820274684263,0,28,FALSE,TRUE
2019-01-09T18:00:00Z,4.17788264326533,0,26.9,FALSE,TRUE
2019-01-09T19:00:00Z,4.2310105861795,0,26.7,FALSE,TRUE
2019-01-09T20:00:00Z,4.22868260971297,0,25.8,FALSE,TRUE
2019-01-09T21:00:00Z,4.08296479377775,0,25.1,FALSE,TRUE
2019-01-09T22:00:00Z,3.9509487143994,0,24.7,FALSE,TRUE
2019-01-09T23:00:00Z,3.80057962156913,0,24.2,FALSE,TRUE
2019-01-10T00:00:00Z,3.58308536634769,0,23.6,FALSE,TRUE
2019-01-10T01:00:00Z,3.37694175714676,0,22.9,FALSE,TRUE
2019-01-10T02:00:00Z,3.24079877111733,0,22,FALSE,TRUE
2019-01-10T03:00:00Z,3.21827285357145,0,21.4,FALSE,TRUE
2019-01-10T04:00:00Z,3.41730558324453,0,20.6,FALSE,TRUE
2019-01-10T05:00:00Z,3.79726754083072,0,20.4,FALSE,TRUE
2019-01-10T06:00:00Z,4.14668605564753,0,20.4,FALSE,TRUE
2019-01-10T07:00:00Z,4.35022862975487,0,20.3,FALSE,TRUE
2019-01-10T08:00:00Z,4.40840957846843,0,20,FALSE,TRUE
2019-01-10T09:00:00Z,4.38176468201712,1,19.9,FALSE,TRUE
2019-01-10T10:00:00Z,4.36142561298389,1,20.6,FALSE,TRUE
2019-01-10T11:00:00Z,4.35479968526329,0,21,FALSE,TRUE
2019-01-10T12:00:00Z,4.36406296070308,1,21.7,FALSE,TRUE
2019-01-10T13:00:00Z,4.3607448412104,1,21.5,FALSE,TRUE
2019-01-10T14:00:00Z,4.37097544935897,1,22.8,FALSE,TRUE
2019-01-10T15:00:00Z,4.39118219626137,1,23.2,FALSE,TRUE
2019-01-10T16:00:00Z,4.40052072087838,0,23.1,FALSE,TRUE
2019-01-10T17:00:00Z,4.41283000256233,0,22.4,FALSE,TRUE
2019-01-10T18:00:00Z,4.38557052772547,0,21.9,FALSE,TRUE
2019-01-10T19:00:00Z,4.25849361139391,0,20.5,FALSE,TRUE
2019-01-10T20:00:00Z,4.16497707711089,0,19.7,FALSE,TRUE
2019-01-10T21:00:00Z,3.99166900737995,0,19.2,FALSE,TRUE
2019-01-10T22:00:00Z,3.77466292253782,0,18.1,FALSE,TRUE
2019-01-10T23:00:00Z,3.70910028155117,0,17.1,FALSE,TRUE
2019-01-11T00:00:00Z,3.78397500341267,0,16.7,FALSE,TRUE
2019-01-11T01:00:00Z,3.57622613744961,0,16.6,FALSE,TRUE
2019-01-11T02:00:00Z,3.38255732190879,0,16.3,FALSE,TRUE
2019-01-11T03:00:00Z,3.31785448933147,0,14.9,FALSE,TRUE
2019-01-11T04:00:00Z,3.49164179347759,0,14.8,FALSE,TRUE
2019-01-11T05:00:00Z,3.87817698049151,0,14.4,FALSE,TRUE
2019-01-11T06:00:00Z,4.22523172221465,0,13.3,FALSE,TRUE
2019-01-11T07:00:00Z,4.40835870147652,0,13.6,FALSE,TRUE
2019-01-11T08:00:00Z,4.44178936653435,0,18.2,FALSE,TRUE
2019-01-11T09:00:00Z,4.36159563931823,0,20.2,FALSE,TRUE
2019-01-11T10:00:00Z,4.37493155397819,0,21.6,FALSE,TRUE
2019-01-11T11:00:00Z,4.39005149645899,0,23,FALSE,TRUE
2019-01-11T12:00:00Z,4.41843388008032,0,23.4,FALSE,TRUE
2019-01-11T13:00:00Z,4.42636484528793,0,23.8,FALSE,TRUE
2019-01-11T14:00:00Z,4.39376818015875,0,23.6,FALSE,TRUE
2019-01-11T15:00:00Z,4.39015762470826,0,23.8,FALSE,TRUE
2019-01-11T16:00:00Z,4.3896621375103,0,24.1,FALSE,TRUE
2019-01-11T17:00:00Z,4.43573291248454,0,23.8,FALSE,TRUE
2019-01-11T18:00:00Z,4.41909621737799,0,23.8,FALSE,TRUE
2019-01-11T19:00:00Z,4.34283703691643,0,22.9,FALSE,TRUE
2019-01-11T20:00:00Z,4.3285834497142,0,21.9,FALSE,TRUE
2019-01-11T21:00:00Z,4.21240070278012,0,21.3,FALSE,TRUE
2019-01-11T22:00:00Z,4.03562982779044,0,21.3,FALSE,TRUE
2019-01-11T23:00:00Z,3.93282876690085,0,21.3,FALSE,TRUE
2019-01-12T00:00:00Z,4.01123201031937,0,21.6,TRUE,FALSE
2019-01-12T01:00:00Z,3.96773513178388,0,21.9,TRUE,FALSE
2019-01-12T02:00:00Z,3.83422990285168,0,21.2,TRUE,FALSE
2019-01-12T03:00:00Z,3.67769818147451,0,20.9,TRUE,FALSE
2019-01-12T04:00:00Z,3.62889956442061,0,21.3,TRUE,FALSE
2019-01-12T05:00:00Z,3.76305344029961,0,21.6,TRUE,FALSE
2019-01-12T06:00:00Z,3.80195223485428,0,21.2,TRUE,FALSE
2019-01-12T07:00:00Z,3.79413935576777,0,21.4,TRUE,FALSE
2019-01-12T08:00:00Z,3.87151455870838,0,22,TRUE,FALSE
2019-01-12T09:00:00Z,3.9693227061122,0,23.7,TRUE,FALSE
2019-01-12T10:00:00Z,4.08852589243126,0,23.9,TRUE,FALSE
2019-01-12T11:00:00Z,4.18622153627083,0,25.1,TRUE,FALSE
2019-01-12T12:00:00Z,4.24239233137574,0,26.3,TRUE,FALSE
2019-01-12T13:00:00Z,4.16447182427769,0,26.8,TRUE,FALSE
2019-01-12T14:00:00Z,4.06632592536204,0,27.2,TRUE,FALSE
2019-01-12T15:00:00Z,4.11703916787768,0,27.9,TRUE,FALSE
2019-01-12T16:00:00Z,4.20704162093539,0,28.2,TRUE,FALSE
2019-01-12T17:00:00Z,4.22435174501342,0,28.3,TRUE,FALSE
2019-01-12T18:00:00Z,4.26401457998098,0,28,TRUE,FALSE
2019-01-12T19:00:00Z,4.31710181239801,0,26.7,TRUE,FALSE
2019-01-12T20:00:00Z,4.27237543730055,0,25.6,TRUE,FALSE
2019-01-12T21:00:00Z,4.22667722078456,0,24.9,TRUE,FALSE
2019-01-12T22:00:00Z,4.19253957731472,0,23.7,TRUE,FALSE
2019-01-12T23:00:00Z,4.05522538385382,0,24.6,TRUE,FALSE
2019-01-13T00:00:00Z,3.79747528753733,0,24.8,TRUE,FALSE
2019-01-13T01:00:00Z,3.80009818017478,0,25.5,TRUE,FALSE
2019-01-13T02:00:00Z,3.68087917442681,0,25.1,TRUE,FALSE
2019-01-13T03:00:00Z,3.53630587235103,0,24.4,TRUE,FALSE
2019-01-13T04:00:00Z,3.4679039465228,0,24,TRUE,FALSE
2019-01-13T05:00:00Z,3.60411800619204,0,23.6,TRUE,FALSE
2019-01-13T06:00:00Z,3.65127801399814,0,23.4,TRUE,FALSE
2019-01-13T07:00:00Z,3.64991871873542,0,23.4,TRUE,FALSE
2019-01-13T08:00:00Z,3.64581511829664,0,23.5,TRUE,FALSE
2019-01-13T09:00:00Z,3.69090455405497,1,23.8,TRUE,FALSE
2019-01-13T10:00:00Z,3.7900739484263,1,21.6,TRUE,FALSE
2019-01-13T11:00:00Z,3.91094440574998,1,22.2,TRUE,FALSE
2019-01-13T12:00:00Z,3.99943504987633,1,23,TRUE,FALSE
2019-01-13T13:00:00Z,3.95578392891691,0,23.2,TRUE,FALSE
2019-01-13T14:00:00Z,3.86782090804557,0,23.4,TRUE,FALSE
2019-01-13T15:00:00Z,3.91629599456313,0,24,TRUE,FALSE
2019-01-13T16:00:00Z,3.99020561518481,0,25.4,TRUE,FALSE
2019-01-13T17:00:00Z,4.03474874314649,0,25.9,TRUE,FALSE
2019-01-13T18:00:00Z,4.08646661127158,0,25.3,TRUE,FALSE
2019-01-13T19:00:00Z,4.10571451057092,0,25.2,TRUE,FALSE
2019-01-13T20:00:00Z,4.11796693549177,0,24.3,TRUE,FALSE
2019-01-13T21:00:00Z,4.08799425509971,0,23.3,TRUE,FALSE
2019-01-13T22:00:00Z,3.98686127029005,0,22.8,TRUE,FALSE
2019-01-13T23:00:00Z,3.90036712865647,0,22.8,TRUE,FALSE
2019-01-14T00:00:00Z,3.75127910398334,0,22.4,FALSE,TRUE
2019-01-14T01:00:00Z,3.55810830163055,0,22.1,FALSE,TRUE
2019-01-14T02:00:00Z,3.36958689073634,0,21.7,FALSE,TRUE
2019-01-14T03:00:00Z,3.31111784266251,0,21.1,FALSE,TRUE
2019-01-14T04:00:00Z,3.463295609962,0,20.9,FALSE,TRUE
2019-01-14T05:00:00Z,3.80325221143046,0,21.3,FALSE,TRUE
2019-01-14T06:00:00Z,4.10720996964787,0,21.1,FALSE,TRUE
2019-01-14T07:00:00Z,4.27584093990467,0,21.3,FALSE,TRUE
2019-01-14T08:00:00Z,4.34388103821477,0,22,FALSE,TRUE
2019-01-14T09:00:00Z,4.33855609100945,0,24.1,FALSE,TRUE
2019-01-14T10:00:00Z,4.29349514347202,0,25.1,FALSE,TRUE
2019-01-14T11:00:00Z,4.2778841422402,0,27.2,FALSE,TRUE
2019-01-14T12:00:00Z,4.26717172840301,0,27,FALSE,TRUE
2019-01-14T13:00:00Z,4.26384902183747,0,27.2,FALSE,TRUE
2019-01-14T14:00:00Z,4.26904570965762,0,26.8,FALSE,TRUE
2019-01-14T15:00:00Z,4.27850209449388,0,27.8,FALSE,TRUE
2019-01-14T16:00:00Z,4.3021143769562,0,27.4,FALSE,TRUE
2019-01-14T17:00:00Z,4.33152851886869,0,27,FALSE,TRUE
2019-01-14T18:00:00Z,4.32000080426473,0,26.4,FALSE,TRUE
2019-01-14T19:00:00Z,4.17782497186468,0,25.4,FALSE,TRUE
2019-01-14T20:00:00Z,4.08979917303616,0,24.7,FALSE,TRUE
2019-01-14T21:00:00Z,3.97322024685223,0,24.3,FALSE,TRUE
2019-01-14T22:00:00Z,3.81677141233335,0,24.1,FALSE,TRUE
2019-01-14T23:00:00Z,3.70199947488964,1,22.7,FALSE,TRUE
2019-01-15T00:00:00Z,3.58399179919832,1,21.9,FALSE,TRUE
2019-01-15T01:00:00Z,3.42193281327851,1,22.3,FALSE,TRUE
2019-01-15T02:00:00Z,3.22865695810894,0,22.5,FALSE,TRUE
2019-01-15T03:00:00Z,3.21085336531489,0,23.1,FALSE,TRUE
2019-01-15T04:00:00Z,3.4072208929274,0,23.3,FALSE,TRUE
2019-01-15T05:00:00Z,3.76245348236355,0,23.1,FALSE,TRUE
2019-01-15T06:00:00Z,4.08044609461105,0,23.3,FALSE,TRUE
2019-01-15T07:00:00Z,4.25358028956218,0,23.1,FALSE,TRUE
2019-01-15T08:00:00Z,4.31357196843982,1,22.4,FALSE,TRUE
2019-01-15T09:00:00Z,4.33061666729444,1,22,FALSE,TRUE
2019-01-15T10:00:00Z,4.28388893797606,1,22.8,FALSE,TRUE
2019-01-15T11:00:00Z,4.2865462835167,1,22.8,FALSE,TRUE
2019-01-15T12:00:00Z,4.28413734498701,1,23.5,FALSE,TRUE
2019-01-15T13:00:00Z,4.28237283742438,1,23.8,FALSE,TRUE
2019-01-15T14:00:00Z,4.27214341759105,0,24.5,FALSE,TRUE
2019-01-15T15:00:00Z,4.2895889525426,1,24.8,FALSE,TRUE
2019-01-15T16:00:00Z,4.28069216428512,0,23.9,FALSE,TRUE
2019-01-15T17:00:00Z,4.30520084527641,1,22.8,FALSE,TRUE
2019-01-15T18:00:00Z,4.30466283266839,1,20.6,FALSE,TRUE
2019-01-15T19:00:00Z,4.23388410876589,1,20.2,FALSE,TRUE
2019-01-15T20:00:00Z,4.1078880251828,1,20.6,FALSE,TRUE
2019-01-15T21:00:00Z,3.96326825152624,0,20.7,FALSE,TRUE
2019-01-15T22:00:00Z,3.79858159472855,0,20.3,FALSE,TRUE
